time_period,time_identifier,geographic_level,country_code,country_name,version,sex,disadvantage,ethnicity_minor,sen,number_of_students_potential,number_of_students_level3,number_of_students_alev,number_of_students_acad,number_of_students_agen,number_of_students_tlev,aps_per_entry_alev,aps_per_entry_grade_alev,aps_per_entry_acad,aps_per_entry_grade_acad,aps_per_entry_agen,aps_per_entry_grade_agen,aps_per_entry_tlev,aps_per_entry_grade_tlev,pc_achieving_atleast_two_substantial_lev3,pc_achieving_atleast_two_alev,pc_achieving_atleast_two_substantial_lev3_acad,entered_for_one_or_more_alev_or_applied,aps_per_entry_best3,aps_per_entry_grade_best3,pc_achieving_3_astar_to_a_alev,pc_achieving_aab_or_better_alev,entered_for_one_or_more_alev,pc_achieving_aab_or_better_atleast_two_facilitating_alev,entered_any_level3_vocational_excluding_applied_generals,pc_level3_vocational_students_entered_tech_levels,entered_any_level3_vocational_excluding_tech_levels,pc_level3_vocational_students_entered_applied_generals,number_of_students_highest_entry_was_l2,pc_level2_vocational_students_entered_technicalcertificate,number_of_students_technicalcertificate,aps_per_entry_technicalcertificate,aps_per_entry_grade_technicalcertificate
202021,Academic year,National,E92000001,England,Final,Female,All,Black or Black British - Black Caribbean,Total SEN support,312,116,63,67,56,9,36.7085,B-,36.7434,B-,30.6947,Dist-,26.6279,Merit,85.345,82.54,77.612,50,34.4667,C+,14,22,50,12,75,12,119,47.059,64,6.25,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,All,Black or Black British - Black Caribbean,Total SEN support,607,153,60,64,103,21,27.6173,C-,27.4474,C-,22.5682,Merit-,32.6923,Dist-,72.549,68.333,64.063,36,28.2407,C-,8.333,8.333,36,5.556,120,17.5,202,51.98,170,4.706,9,5.6167,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Male,All,Black or Black British - Black Caribbean,Total SEN support,602,182,65,65,127,25,25.0676,C-,25.1138,C-,23.2578,Merit-,25.5556,Merit,80.22,66.154,66.154,36,26.4815,C-,5.556,8.333,36,5.556,134,18.657,234,54.701,170,7.059,13,5.37,L2Pass+
202223,Academic year,National,E92000001,England,Revised,Male,All,Black or Black British - Black Caribbean,Total SEN support,647,184,60,64,123,33,27.3585,C-,27.2336,C-,23.6885,Merit,28.2258,Merit+,77.174,60,56.25,38,25.4386,C-,7.895,13.158,38,5.263,148,22.297,238,52.521,101,8.911,9,6.0676,L2Merit
202122,Academic year,National,E92000001,England,Revised,Male,All,Black or Black British - Black Caribbean,Total SEN support,703,196,65,66,132,35,26.4865,C-,26.3976,C-,26.5004,Merit,25.5537,Merit,88.776,66.154,65.152,38,26.8421,C-,5.263,13.158,38,10.526,128,27.344,224,58.929,48,2.083,c,c,c
202021,Academic year,National,E92000001,England,Final,Male,All,Black or Black British - Black Caribbean,Total SEN support,415,102,51,53,50,14,31.8577,C+,31.8253,C+,28.8309,Merit+,28.1716,Merit+,85.294,72.549,71.698,35,32.1905,C+,2.857,8.571,35,5.714,101,13.861,139,37.41,77,2.597,2,5,L2Pass
202425,Academic year,National,E92000001,England,Provisional,All,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,604,151,60,62,105,15,29.1971,C,29.0496,C,25.2651,Merit,30.72,Dist-,74.834,68.333,66.129,35,28.1905,C-,11.429,14.286,35,8.571,114,13.158,199,53.266,166,2.41,4,5.5938,L2Merit-
202324,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,609,170,53,53,123,26,25.3913,C-,25.4033,C-,22.8159,Merit-,26.5657,Merit,76.471,64.151,64.151,25,27.6,C-,4,8,25,0,128,20.313,225,55.111,164,4.878,8,5.6719,L2Merit-
202223,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,623,172,60,62,125,16,25.3409,C-,25.1267,C-,23.4623,Merit,26.2409,Merit,78.488,61.667,59.677,35,24.8571,D+,5.714,11.429,35,2.857,117,13.675,224,55.804,95,10.526,10,6.0357,L2Merit
202122,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,693,195,56,58,138,32,26.8093,C-,26.682,C-,26.9679,Merit+,22.9078,Merit-,85.128,66.071,63.793,34,25.8824,C-,5.882,11.765,34,11.765,129,24.806,231,59.74,38,0,c,c,c
202021,Academic year,National,E92000001,England,Final,All,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,464,118,55,58,60,13,31.7407,C+,31.7855,C+,28.5296,Merit+,22.9615,Merit-,81.356,74.545,70.69,43,28.9147,C,4.651,6.977,43,2.326,100,13,149,40.94,93,5.376,5,5.2222,L2Pass+
202425,Academic year,National,E92000001,England,Provisional,Female,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,271,81,31,32,57,5,30.3497,C,30.2957,C,27.0316,Merit+,23.1111,Merit-,72.84,67.742,65.625,19,28.7719,C,15.789,21.053,19,10.526,51,9.804,98,58.163,76,3.947,3,5.7917,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,278,84,32,32,58,12,24.697,D+,24.721,D+,23.2328,Merit-,28.0435,Merit+,78.571,59.375,59.375,14,26.4286,C-,7.143,14.286,14,0,59,20.339,103,56.311,72,2.778,c,c,c
202223,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,266,86,29,29,64,6,24.6825,D+,24.7077,D+,24.3053,Merit,25.7895,Merit,77.907,62.069,62.069,16,23.3333,D+,0,0,16,0,42,14.286,99,64.646,37,5.405,2,5.5,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,275,97,28,29,72,12,28.4252,C,28.2226,C-,27.2314,Merit+,20.4717,Merit-,83.505,67.857,65.517,17,25.8824,C-,5.882,5.882,17,5.882,57,21.053,114,63.158,13,0,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,212,66,34,37,33,4,31.6471,C,31.8158,C+,29.1258,Merit+,18.8235,Pass+,83.333,79.412,72.973,28,27.9762,C-,7.143,10.714,28,3.571,45,8.889,74,44.595,43,9.302,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,333,70,29,30,48,10,27.9389,C-,27.6577,C-,23.1469,Merit-,35,Dist,77.143,68.966,66.667,16,27.5,C-,6.25,6.25,16,6.25,63,15.873,101,48.515,90,1.111,c,c,c
202324,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,331,86,21,21,65,14,26.3265,C-,26.3265,C-,22.4346,Merit-,25.283,Merit,74.419,71.429,71.429,11,29.0909,C,0,0,11,0,69,20.29,122,54.098,92,6.522,6,5.5435,L2Merit-
202223,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,357,86,31,33,61,10,25.942,C-,25.5007,C-,22.5319,Merit-,26.5625,Merit,79.07,61.29,57.576,19,26.1404,C-,10.526,21.053,19,5.263,75,13.333,125,48.8,58,13.793,8,6.1618,L2Merit
202122,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,418,98,28,29,66,20,25.2308,C-,25.1672,C-,26.6902,Merit+,24.375,Merit,86.735,64.286,62.069,17,25.8824,C-,5.882,17.647,17,17.647,72,27.778,117,56.41,25,0,c,c,c
202021,Academic year,National,E92000001,England,Final,Male,Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,252,52,21,21,27,9,31.9,C+,31.7323,C+,27.7891,Merit+,24.4271,Merit,78.846,66.667,66.667,15,30.6667,C,0,0,15,0,55,16.364,75,37.333,50,2,c,c,c
202425,Academic year,National,E92000001,England,Provisional,All,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,476,172,76,80,110,20,28.7433,C,28.6729,C,23.7475,Merit,29.7203,Merit+,75,77.632,73.75,48,29.7222,C,6.25,12.5,48,8.333,111,18.018,198,56.566,138,6.522,12,5.4405,L2Pass+
202324,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,457,191,90,91,117,22,26.8019,C-,26.8505,C-,26.0949,Merit,24.8045,Merit,82.723,68.889,68.132,56,27.2024,C-,5.357,7.143,56,5.357,109,20.183,197,59.391,119,5.042,c,c,c
202223,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,473,174,66,70,112,27,26.9257,C-,26.9775,C-,25.2475,Merit,27.4583,Merit+,80.46,69.697,65.714,40,24.3333,D+,5,5,40,5,115,23.478,200,57,65,3.077,2,5.5714,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,441,171,71,72,117,18,28.3861,C,28.3797,C,27.0741,Merit+,26.2414,Merit,89.474,69.014,68.056,41,27.0732,C-,2.439,9.756,41,2.439,93,19.355,190,61.579,32,9.375,c,c,c
202021,Academic year,National,E92000001,England,Final,All,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,263,100,59,62,46,10,37.0861,B-,36.9899,B-,31.5105,Dist-,34.2222,Dist,90,81.356,79.032,42,38.254,B-,14.286,26.19,42,16.667,76,13.158,109,43.119,48,2.083,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Female,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,202,89,45,46,55,9,29.6491,C,29.6014,C,25.4955,Merit,29.1045,Merit+,80.899,84.444,82.609,28,30.3571,C,3.571,14.286,28,10.714,54,16.667,97,57.732,58,3.448,4,5,L2Pass
202324,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,186,95,46,47,55,11,28.914,C,28.9085,C,28.5975,Merit+,23.6782,Merit,80,73.913,72.34,31,28.7097,C,3.226,3.226,31,3.226,44,25,85,64.706,41,0,c,c,c
202223,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,183,76,37,39,50,4,25.4438,C-,25.3349,C-,25.8145,Merit,20.4878,Merit-,86.842,78.378,74.359,21,23.9683,D+,4.762,4.762,21,4.762,42,9.524,87,57.471,22,4.545,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,156,73,34,35,51,3,29.4,C,29.4845,C,28.0758,Merit+,17.8571,Pass+,87.671,70.588,68.571,20,26.5,C-,0,10,20,0,37,8.108,83,61.446,9,22.222,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,100,50,29,30,23,5,42.4832,B+,42.5627,B+,33.1165,Dist-,31.7308,Dist-,88,86.207,83.333,22,42.7273,B+,22.727,36.364,22,22.727,30,16.667,45,51.111,21,0,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,274,83,31,34,55,11,27.3288,C-,27.2632,C-,22.0266,Merit-,30.2632,Dist-,68.675,67.742,61.765,20,28.8333,C,10,10,20,5,57,19.298,101,55.446,80,8.75,8,5.7115,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,271,96,44,44,62,11,24.4444,D+,24.5219,D+,24.0613,Merit,25.8696,Merit,85.417,63.636,63.636,25,25.3333,C-,8,12,25,8,65,16.923,112,55.357,78,7.692,c,c,c
202223,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,290,98,29,31,62,23,28.8976,C,29.0923,C,24.8063,Merit,28.8945,Merit+,75.51,58.621,54.839,19,24.7368,D+,5.263,5.263,19,5.263,73,31.507,113,56.637,43,2.326,c,c,c
202122,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,285,98,37,37,66,15,27.4699,C-,27.3603,C-,26.3126,Merit,27.1374,Merit+,90.816,67.568,67.568,21,27.619,C-,4.762,9.524,21,4.762,56,26.786,107,61.682,23,4.348,c,c,c
202021,Academic year,National,E92000001,England,Final,Male,Non-Disadvantaged,Black or Black British - Black Caribbean,Total SEN support,163,50,30,32,23,5,31.8301,C+,31.8826,C+,30.0269,Dist-,37.6316,Dist+,92,76.667,75,20,33.3333,C+,5,15,20,10,46,10.87,64,37.5,27,3.704,c,c,c
202425,Academic year,National,E92000001,England,Provisional,All,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,c,c,c
202021,Academic year,National,E92000001,England,Final,All,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Female,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,c,c,c
202223,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,c,c,c
202021,Academic year,National,E92000001,England,Final,Male,Unknown disadvantaged status,Black or Black British - Black Caribbean,Total SEN support,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,All,All,Mixed Dual background,Total SEN support,3623,1364,860,882,622,145,34.5879,C+,34.5779,C+,26.9186,Merit+,26.8039,Merit+,84.751,81.279,79.705,611,34.8609,C+,14.239,20.949,611,15.876,728,19.918,1185,53.418,845,6.272,66,5.5871,L2Merit-
202324,Academic year,National,E92000001,England,Revised,All,All,Mixed Dual background,Total SEN support,3324,1293,773,799,590,143,33.1178,C+,33.1612,C+,25.8208,Merit,24.5128,Merit,84.377,78.137,76.22,557,33.1059,C+,11.849,18.851,557,12.567,687,20.961,1115,53.901,699,7.725,60,5.124,L2Pass
202223,Academic year,National,E92000001,England,Revised,All,All,Mixed Dual background,Total SEN support,3060,1229,732,756,566,171,32.577,C+,32.6635,C+,25.5253,Merit,25.9215,Merit,85.924,77.459,75.926,502,32.324,C+,10.359,19.721,502,12.55,623,27.448,1014,56.706,400,9.25,40,5.4684,L2Pass+
202122,Academic year,National,E92000001,England,Revised,All,All,Mixed Dual background,Total SEN support,2868,1029,620,635,498,114,35.7644,B-,35.7687,B-,27.9077,Merit+,27.2389,Merit+,92.614,80.323,79.213,433,35.8276,B-,15.704,26.79,433,16.628,491,23.218,858,58.159,161,8.075,13,5.049,L2Pass
202021,Academic year,National,E92000001,England,Final,All,All,Mixed Dual background,Total SEN support,1829,754,514,536,293,76,38.109,B-,38.0061,B-,29.4406,Merit+,28.2381,Merit+,88.196,82.49,80.41,391,37.3146,B-,18.414,30.691,391,21.483,439,17.312,637,46.311,254,6.693,19,5.2829,L2Pass+
202425,Academic year,National,E92000001,England,Provisional,Female,All,Mixed Dual background,Total SEN support,1541,642,413,422,286,67,35.5657,B-,35.5757,B-,27.7213,Merit+,27.0091,Merit+,87.072,82.082,80.806,292,35.9817,B-,13.356,21.575,292,13.699,337,19.881,546,52.93,339,3.835,21,5.5511,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Female,All,Mixed Dual background,Total SEN support,1399,602,380,391,265,55,33.023,C+,33.1346,C+,27.3843,Merit+,25.535,Merit,85.05,79.737,78.261,276,32.6932,C+,8.333,15.58,276,7.971,311,18.006,504,52.778,275,5.818,19,5.3165,L2Pass+
202223,Academic year,National,E92000001,England,Revised,Female,All,Mixed Dual background,Total SEN support,1273,564,360,368,254,62,32.6716,C+,32.9305,C+,27.1885,Merit+,23.8337,Merit,87.411,78.889,78.261,244,32.1858,C+,6.967,15.984,244,8.607,269,23.048,452,56.195,155,7.097,12,5.625,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Female,All,Mixed Dual background,Total SEN support,1182,466,294,303,222,46,36.8619,B-,36.8512,B-,28.8411,Merit+,28.0778,Merit+,94.635,81.633,80.858,198,36.2795,B-,14.141,28.283,198,12.626,208,22.115,372,59.677,52,7.692,4,2.875,L1Merit
202021,Academic year,National,E92000001,England,Final,Female,All,Mixed Dual background,Total SEN support,759,336,237,246,130,32,38.7374,B,38.4811,B,31.5067,Dist-,28.5897,Merit+,90.476,80.591,78.862,172,38.314,B-,15.116,30.814,172,16.86,184,17.391,268,48.507,115,3.478,5,5.5263,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,Male,All,Mixed Dual background,Total SEN support,2082,722,447,460,336,78,33.6941,C+,33.6561,C+,26.2662,Merit,26.6242,Merit,82.687,80.537,78.696,319,33.8349,C+,15.047,20.376,319,17.868,391,19.949,639,53.834,506,7.905,45,5.6051,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Male,All,Mixed Dual background,Total SEN support,1925,691,393,408,325,88,33.2084,C+,33.1864,C+,24.6773,Merit,23.759,Merit,83.792,76.59,74.265,281,33.5113,C+,15.302,22.064,281,17.082,376,23.404,611,54.828,424,8.962,41,5.0329,L2Pass
202223,Academic year,National,E92000001,England,Revised,Male,All,Mixed Dual background,Total SEN support,1787,665,372,388,312,109,32.4864,C+,32.4073,C+,24.2335,Merit,27.0703,Merit+,84.662,76.075,73.711,258,32.4548,C+,13.566,23.256,258,16.279,354,30.791,562,57.117,245,10.612,28,5.4,L2Pass+
202122,Academic year,National,E92000001,England,Revised,Male,All,Mixed Dual background,Total SEN support,1686,563,326,332,276,68,34.8237,C+,34.8208,C+,27.2087,Merit+,26.5472,Merit,90.941,79.141,77.711,235,35.4468,B-,17.021,25.532,235,20,283,24.028,486,56.996,109,8.257,9,6.0429,L2Merit
202021,Academic year,National,E92000001,England,Final,Male,All,Mixed Dual background,Total SEN support,1070,418,277,290,163,44,37.6019,B-,37.6239,B-,27.7613,Merit+,27.9692,Merit+,86.364,84.116,81.724,219,36.5297,B-,21.005,30.594,219,25.114,255,17.255,369,44.715,139,9.353,14,5.2018,L2Pass+
202425,Academic year,National,E92000001,England,Provisional,All,Disadvantaged,Mixed Dual background,Total SEN support,1742,446,205,210,271,61,30.8148,C,30.8306,C,25.9418,Merit,22.3233,Merit-,75.785,71.707,70,121,31.3223,C,5.785,9.917,121,6.612,321,19.003,526,52.281,484,6.405,38,5.5752,L2Merit-
202324,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Mixed Dual background,Total SEN support,1650,449,206,209,263,69,30.0321,C,30.0125,C,24.6094,Merit,23.7385,Merit,77.951,67.961,67.464,123,30.9485,C,6.504,10.569,123,8.943,309,22.654,491,54.582,391,5.627,25,4.755,L2Pass-
202223,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Mixed Dual background,Total SEN support,1528,445,214,222,253,85,30.4211,C,30.4496,C,24.7941,Merit,24.7683,Merit,82.697,69.626,68.018,122,29.7268,C,6.557,17.213,122,7.377,297,28.62,461,55.748,220,10.909,26,5.3462,L2Pass+
202122,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Mixed Dual background,Total SEN support,1480,373,189,196,219,45,31.8673,C+,32.126,C+,26.8575,Merit+,27.5995,Merit+,89.812,74.603,72.449,116,31.3506,C,6.897,16.379,116,7.759,207,21.739,374,58.556,99,5.051,5,4.8,L2Pass-
202021,Academic year,National,E92000001,England,Final,All,Disadvantaged,Mixed Dual background,Total SEN support,893,262,153,159,128,40,31.8308,C+,31.8155,C+,27.5783,Merit+,29.7385,Merit+,85.115,73.203,71.069,98,30.6803,C,4.082,10.204,98,5.102,186,21.505,265,48.302,144,4.167,8,5.8939,L2Merit
202425,Academic year,National,E92000001,England,Provisional,Female,Disadvantaged,Mixed Dual background,Total SEN support,774,224,108,109,131,32,31.6102,C,31.6378,C,26.5893,Merit,22.7108,Merit-,75.893,67.593,66.972,61,31.5847,C,3.279,6.557,61,1.639,155,20.645,253,52.569,206,3.398,12,5.5784,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Mixed Dual background,Total SEN support,711,211,103,103,120,30,30.2183,C,30.1584,C,25.68,Merit,24.5741,Merit,75.355,67.961,68.932,60,30.6667,C,3.333,10,60,8.333,143,21.678,226,53.097,166,3.614,8,4.7,L2Pass-
202223,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Mixed Dual background,Total SEN support,652,210,112,115,109,31,30.9865,C,31.0952,C,26.2692,Merit,21.2127,Merit-,85.714,75.893,74.783,70,29.8571,C,4.286,14.286,70,2.857,132,23.485,207,52.657,97,8.247,8,5.25,L2Pass+
202122,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Mixed Dual background,Total SEN support,652,193,101,105,105,23,33.1535,C+,33.5463,C+,26.8822,Merit+,29.1921,Merit+,92.228,82.178,80,64,31.0938,C,3.125,12.5,64,4.688,102,22.549,179,58.659,30,3.333,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,Disadvantaged,Mixed Dual background,Total SEN support,392,125,78,79,60,18,33.5977,C+,33.4857,C+,30.2218,Dist-,28.7956,Merit+,84.8,69.231,68.354,47,32.4113,C+,4.255,14.894,47,6.383,84,21.429,119,50.42,75,0,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Disadvantaged,Mixed Dual background,Total SEN support,968,222,97,101,140,29,30.0211,C,30.0166,C,25.3764,Merit,21.8807,Merit-,75.676,76.289,73.267,60,31.0556,C,8.333,13.333,60,11.667,166,17.47,273,52.015,278,8.633,26,5.5735,L2Merit-
202324,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Mixed Dual background,Total SEN support,939,238,103,106,143,39,29.8536,C,29.8741,C,23.8596,Merit,22.9121,Merit-,80.252,67.961,66.038,63,31.2169,C,9.524,11.111,63,9.524,166,23.494,265,55.849,225,7.111,17,4.7786,L2Pass-
202223,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Mixed Dual background,Total SEN support,876,235,102,107,144,54,29.746,C,29.6938,C,23.7018,Merit,27.1446,Merit+,80,62.745,60.748,52,29.5513,C,9.615,21.154,52,13.462,165,32.727,254,58.268,123,13.008,18,5.3889,L2Pass+
202122,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Mixed Dual background,Total SEN support,828,180,88,91,114,22,30.344,C,30.4062,C,26.8361,Merit+,25.1351,Merit,87.222,65.909,63.736,52,31.6667,C,11.538,21.154,52,11.538,105,20.952,195,58.462,69,5.797,4,6,L2Merit
202021,Academic year,National,E92000001,England,Final,Male,Disadvantaged,Mixed Dual background,Total SEN support,501,137,75,80,68,22,30.1359,C,30.2751,C,25.3058,Merit,30.4255,Dist-,85.401,77.333,73.75,51,29.085,C,3.922,5.882,51,3.922,102,21.569,146,46.575,69,8.696,7,5.8103,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,All,Non-Disadvantaged,Mixed Dual background,Total SEN support,1881,918,655,672,351,84,35.6296,B-,35.6016,B-,27.7011,Merit+,29.7468,Merit+,89.107,84.275,82.738,490,35.7347,B-,16.327,23.673,490,18.163,407,20.639,659,54.325,361,6.094,28,5.6036,L2Merit-
202324,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Mixed Dual background,Total SEN support,1674,844,567,590,327,74,34.088,C+,34.1373,C+,26.818,Merit+,25.1422,Merit,87.796,81.834,79.322,434,33.7174,C+,13.364,21.198,434,13.594,378,19.577,624,53.365,308,10.39,35,5.3767,L2Pass+
202223,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Mixed Dual background,Total SEN support,1532,784,518,534,313,86,33.3484,C+,33.4553,C+,26.089,Merit,26.9931,Merit+,87.755,80.695,79.213,380,33.1579,C+,11.579,20.526,380,14.211,326,26.38,553,57.505,180,7.222,14,5.7037,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Mixed Dual background,Total SEN support,1388,656,431,439,279,69,37.3264,B-,37.2266,B-,28.7203,Merit+,27.0085,Merit+,94.207,82.831,82.232,317,37.4658,B-,18.927,30.599,317,19.874,284,24.296,484,57.851,62,12.903,8,5.2097,L2Pass+
202021,Academic year,National,E92000001,England,Final,All,Non-Disadvantaged,Mixed Dual background,Total SEN support,936,492,361,377,165,36,40.4435,B,40.2692,B,30.9333,Dist-,26.6393,Merit,89.837,86.427,84.35,293,39.5336,B,23.208,37.543,293,26.962,253,14.229,372,44.892,110,10,11,4.814,L2Pass-
202425,Academic year,National,E92000001,England,Provisional,Female,Non-Disadvantaged,Mixed Dual background,Total SEN support,767,418,305,313,155,35,36.7224,B-,36.7146,B-,28.6953,Merit+,30.5648,Dist-,93.062,87.213,85.623,231,37.1429,B-,16.017,25.541,231,16.883,182,19.231,293,53.242,133,4.511,9,5.5135,L2Merit-
